Time	FREQUENCY [Hz]	DELTA_FREQUENCY [Hz]	VSPEC1D [m2 s]	DQF [-]	FQF [-]
2024-11-16T00:14:00.000Z	0.430	0.010	0.064451	1010000000100000	1
2024-11-16T00:14:00.000Z	0.440	0.010	0.050600	1010000000100000	1
2024-11-16T00:14:00.000Z	0.450	0.010	0.033115	1010000000100000	1
2024-11-16T00:14:00.000Z	0.460	0.010	0.050123	1010000000100000	1
2024-11-16T00:14:00.000Z	0.470	0.010	0.036401	1010000000100000	1
2024-11-16T00:14:00.000Z	0.480	0.010	0.041844	1010000000100000	1
2024-11-16T00:14:00.000Z	0.490	0.010	0.024938	1010000000100000	1
2024-11-16T00:14:00.000Z	0.500	0.005	0.023187	1010000000100000	1
2024-11-16T00:15:00.000Z	0.000	0.005	0.000000	1010000000100000	1
2024-11-16T00:15:00.000Z	0.010	0.010	0.000503	1010000000100000	1
2024-11-16T00:15:00.000Z	0.020	0.010	0.001465	1010000000100000	1
2024-11-16T00:15:00.000Z	0.030	0.010	0.004652	1010000000100000	1
2024-11-16T00:15:00.000Z	0.040	0.010	0.011290	1010000000100000	1
2024-11-16T00:15:00.000Z	0.050	0.010	0.041619	1010000000100000	1
2024-11-16T00:15:00.000Z	0.060	0.010	0.274754	1010000000100000	1
2024-11-16T00:15:00.000Z	0.070	0.010	0.600518	1010000000100000	1
2024-11-16T00:15:00.000Z	0.080	0.010	0.500525	1010000000100000	1
2024-11-16T00:15:00.000Z	0.090	0.010	0.438001	1010000000100000	1
2024-11-16T00:15:00.000Z	0.100	0.010	0.269089	1010000000100000	1
2024-11-16T00:15:00.000Z	0.110	0.010	0.396031	1010000000100000	1
2024-11-16T00:15:00.000Z	0.120	0.010	1.043805	1010000000100000	1
2024-11-16T00:15:00.000Z	0.130	0.010	1.902726	1010000000100000	1
2024-11-16T00:15:00.000Z	0.140	0.010	5.889148	1010000000100000	1
2024-11-16T00:15:00.000Z	0.150	0.010	5.446567	1010000000100000	1
2024-11-16T00:15:00.000Z	0.160	0.010	5.078721	1010000000100000	1
2024-11-16T00:15:00.000Z	0.170	0.010	3.413205	1010000000100000	1
2024-11-16T00:15:00.000Z	0.180	0.010	1.613355	1010000000100000	1
2024-11-16T00:15:00.000Z	0.190	0.010	1.713306	1010000000100000	1
2024-11-16T00:15:00.000Z	0.200	0.010	1.195275	1010000000100000	1
2024-11-16T00:15:00.000Z	0.210	0.010	1.229227	1010000000100000	1
2024-11-16T00:15:00.000Z	0.220	0.010	1.421346	1010000000100000	1
2024-11-16T00:15:00.000Z	0.230	0.010	0.602810	1010000000100000	1
2024-11-16T00:15:00.000Z	0.240	0.010	0.478345	1010000000100000	1
2024-11-16T00:15:00.000Z	0.250	0.010	0.653710	1010000000100000	1
2024-11-16T00:15:00.000Z	0.260	0.010	0.610190	1010000000100000	1
2024-11-16T00:15:00.000Z	0.270	0.010	0.610695	1010000000100000	1
2024-11-16T00:15:00.000Z	0.280	0.010	0.467051	1010000000100000	1
2024-11-16T00:15:00.000Z	0.290	0.010	0.342117	1010000000100000	1
2024-11-16T00:15:00.000Z	0.300	0.010	0.249149	1010000000100000	1
2024-11-16T00:15:00.000Z	0.310	0.010	0.189928	1010000000100000	1
2024-11-16T00:15:00.000Z	0.320	0.010	0.208334	1010000000100000	1
2024-11-16T00:15:00.000Z	0.330	0.010	0.135848	1010000000100000	1
2024-11-16T00:15:00.000Z	0.340	0.010	0.154470	1010000000100000	1
2024-11-16T00:15:00.000Z	0.350	0.010	0.092525	1010000000100000	1
2024-11-16T00:15:00.000Z	0.360	0.010	0.123218	1010000000100000	1
2024-11-16T00:15:00.000Z	0.370	0.010	0.074562	1010000000100000	1
2024-11-16T00:15:00.000Z	0.380	0.010	0.081676	1010000000100000	1
2024-11-16T00:15:00.000Z	0.390	0.010	0.091164	1010000000100000	1
2024-11-16T00:15:00.000Z	0.400	0.010	0.074074	1010000000100000	1
2024-11-16T00:15:00.000Z	0.410	0.010	0.050742	1010000000100000	1
2024-11-16T00:15:00.000Z	0.420	0.010	0.071555	1010000000100000	1
2024-11-16T00:15:00.000Z	0.430	0.010	0.055300	1010000000100000	1
2024-11-16T00:15:00.000Z	0.440	0.010	0.045984	1010000000100000	1
2024-11-16T00:15:00.000Z	0.450	0.010	0.033758	1010000000100000	1
2024-11-16T00:15:00.000Z	0.460	0.010	0.030366	1010000000100000	1
2024-11-16T00:15:00.000Z	0.470	0.010	0.040876	1010000000100000	1
2024-11-16T00:15:00.000Z	0.480	0.010	0.036048	1010000000100000	1
2024-11-16T00:15:00.000Z	0.490	0.010	0.038646	1010000000100000	1
2024-11-16T00:15:00.000Z	0.500	0.005	0.024083	1010000000100000	1
2024-11-16T00:16:00.000Z	0.000	0.005	0.000000	1010000000100000	1
2024-11-16T00:16:00.000Z	0.010	0.010	0.000369	1010000000100000	1
2024-11-16T00:16:00.000Z	0.020	0.010	0.002101	1010000000100000	1
2024-11-16T00:16:00.000Z	0.030	0.010	0.003743	1010000000100000	1
2024-11-16T00:16:00.000Z	0.040	0.010	0.010934	1010000000100000	1
2024-11-16T00:16:00.000Z	0.050	0.010	0.046289	1010000000100000	1
2024-11-16T00:16:00.000Z	0.060	0.010	0.286722	1010000000100000	1
2024-11-16T00:16:00.000Z	0.070	0.010	0.490038	1010000000100000	1
2024-11-16T00:16:00.000Z	0.080	0.010	0.549762	1010000000100000	1
2024-11-16T00:16:00.000Z	0.090	0.010	0.328705	1010000000100000	1
2024-11-16T00:16:00.000Z	0.100	0.010	0.255667	1010000000100000	1
2024-11-16T00:16:00.000Z	0.110	0.010	0.445466	1010000000100000	1
2024-11-16T00:16:00.000Z	0.120	0.010	0.764962	1010000000100000	1
2024-11-16T00:16:00.000Z	0.130	0.010	2.237750	1010000000100000	1
2024-11-16T00:16:00.000Z	0.140	0.010	5.399302	1010000000100000	1
2024-11-16T00:16:00.000Z	0.150	0.010	5.636788	1010000000100000	1
2024-11-16T00:16:00.000Z	0.160	0.010	3.968682	1010000000100000	1
2024-11-16T00:16:00.000Z	0.170	0.010	2.932951	1010000000100000	1
2024-11-16T00:16:00.000Z	0.180	0.010	1.477441	1010000000100000	1
2024-11-16T00:16:00.000Z	0.190	0.010	1.808793	1010000000100000	1
2024-11-16T00:16:00.000Z	0.200	0.010	1.308679	1010000000100000	1
2024-11-16T00:16:00.000Z	0.210	0.010	0.678195	1010000000100000	1
2024-11-16T00:16:00.000Z	0.220	0.010	1.082142	1010000000100000	1
2024-11-16T00:16:00.000Z	0.230	0.010	0.789635	1010000000100000	1
2024-11-16T00:16:00.000Z	0.240	0.010	0.506518	1010000000100000	1
2024-11-16T00:16:00.000Z	0.250	0.010	0.656855	1010000000100000	1
2024-11-16T00:16:00.000Z	0.260	0.010	0.575238	1010000000100000	1
2024-11-16T00:16:00.000Z	0.270	0.010	0.342971	1010000000100000	1
2024-11-16T00:16:00.000Z	0.280	0.010	0.403564	1010000000100000	1
2024-11-16T00:16:00.000Z	0.290	0.010	0.412867	1010000000100000	1
2024-11-16T00:16:00.000Z	0.300	0.010	0.210236	1010000000100000	1
2024-11-16T00:16:00.000Z	0.310	0.010	0.159059	1010000000100000	1
2024-11-16T00:16:00.000Z	0.320	0.010	0.146210	1010000000100000	1
2024-11-16T00:16:00.000Z	0.330	0.010	0.156578	1010000000100000	1
2024-11-16T00:16:00.000Z	0.340	0.010	0.102712	1010000000100000	1
2024-11-16T00:16:00.000Z	0.350	0.010	0.094259	1010000000100000	1
2024-11-16T00:16:00.000Z	0.360	0.010	0.141153	1010000000100000	1
2024-11-16T00:16:00.000Z	0.370	0.010	0.077808	1010000000100000	1
2024-11-16T00:16:00.000Z	0.380	0.010	0.123194	1010000000100000	1
2024-11-16T00:16:00.000Z	0.390	0.010	0.058182	1010000000100000	1
2024-11-16T00:16:00.000Z	0.400	0.010	0.062581	1010000000100000	1
2024-11-16T00:16:00.000Z	0.410	0.010	0.054772	1010000000100000	1
2024-11-16T00:16:00.000Z	0.420	0.010	0.061600	1010000000100000	1
2024-11-16T00:16:00.000Z	0.430	0.010	0.053405	1010000000100000	1
2024-11-16T00:16:00.000Z	0.440	0.010	0.031672	1010000000100000	1
2024-11-16T00:16:00.000Z	0.450	0.010	0.038439	1010000000100000	1
2024-11-16T00:16:00.000Z	0.460	0.010	0.048947	1010000000100000	1
2024-11-16T00:16:00.000Z	0.470	0.010	0.046792	1010000000100000	1
2024-11-16T00:16:00.000Z	0.480	0.010	0.039340	1010000000100000	1
2024-11-16T00:16:00.000Z	0.490	0.010	0.029315	1010000000100000	1
2024-11-16T00:16:00.000Z	0.500	0.005	0.024208	1010000000100000	1
2024-11-16T00:17:00.000Z	0.000	0.005	0.000000	1010000000100000	1
2024-11-16T00:17:00.000Z	0.010	0.010	0.000493	1010000000100000	1
2024-11-16T00:17:00.000Z	0.020	0.010	0.001398	1010000000100000	1
2024-11-16T00:17:00.000Z	0.030	0.010	0.003821	1010000000100000	1
2024-11-16T00:17:00.000Z	0.040	0.010	0.007179	1010000000100000	1
2024-11-16T00:17:00.000Z	0.050	0.010	0.033995	1010000000100000	1
2024-11-16T00:17:00.000Z	0.060	0.010	0.291774	1010000000100000	1
2024-11-16T00:17:00.000Z	0.070	0.010	0.494640	1010000000100000	1
2024-11-16T00:17:00.000Z	0.080	0.010	0.557912	1010000000100000	1
2024-11-16T00:17:00.000Z	0.090	0.010	0.309280	1010000000100000	1
2024-11-16T00:17:00.000Z	0.100	0.010	0.320960	1010000000100000	1
2024-11-16T00:17:00.000Z	0.110	0.010	0.370962	1010000000100000	1
2024-11-16T00:17:00.000Z	0.120	0.010	0.761686	1010000000100000	1
2024-11-16T00:17:00.000Z	0.130	0.010	2.731001	1010000000100000	1
2024-11-16T00:17:00.000Z	0.140	0.010	4.277668	1010000000100000	1
2024-11-16T00:17:00.000Z	0.150	0.010	5.594480	1010000000100000	1
2024-11-16T00:17:00.000Z	0.160	0.010	4.091763	1010000000100000	1
2024-11-16T00:17:00.000Z	0.170	0.010	3.459592	1010000000100000	1
2024-11-16T00:17:00.000Z	0.180	0.010	1.794912	1010000000100000	1
2024-11-16T00:17:00.000Z	0.190	0.010	1.547826	1010000000100000	1
2024-11-16T00:17:00.000Z	0.200	0.010	1.227746	1010000000100000	1
2024-11-16T00:17:00.000Z	0.210	0.010	1.265860	1010000000100000	1
2024-11-16T00:17:00.000Z	0.220	0.010	1.470685	1010000000100000	1
2024-11-16T00:17:00.000Z	0.230	0.010	0.847162	1010000000100000	1
2024-11-16T00:17:00.000Z	0.240	0.010	0.316668	1010000000100000	1
2024-11-16T00:17:00.000Z	0.250	0.010	0.419971	1010000000100000	1
2024-11-16T00:17:00.000Z	0.260	0.010	0.573774	1010000000100000	1
2024-11-16T00:17:00.000Z	0.270	0.010	0.631126	1010000000100000	1
2024-11-16T00:17:00.000Z	0.280	0.010	0.367217	1010000000100000	1
2024-11-16T00:17:00.000Z	0.290	0.010	0.350402	1010000000100000	1
2024-11-16T00:17:00.000Z	0.300	0.010	0.202515	1010000000100000	1
2024-11-16T00:17:00.000Z	0.310	0.010	0.193045	1010000000100000	1
2024-11-16T00:17:00.000Z	0.320	0.010	0.214112	1010000000100000	1
2024-11-16T00:17:00.000Z	0.330	0.010	0.155656	1010000000100000	1
2024-11-16T00:17:00.000Z	0.340	0.010	0.146599	1010000000100000	1
2024-11-16T00:17:00.000Z	0.350	0.010	0.095789	1010000000100000	1
2024-11-16T00:17:00.000Z	0.360	0.010	0.087588	1010000000100000	1
2024-11-16T00:17:00.000Z	0.370	0.010	0.116387	1010000000100000	1
2024-11-16T00:17:00.000Z	0.380	0.010	0.129080	1010000000100000	1
2024-11-16T00:17:00.000Z	0.390	0.010	0.091435	1010000000100000	1
2024-11-16T00:17:00.000Z	0.400	0.010	0.041659	1010000000100000	1
2024-11-16T00:17:00.000Z	0.410	0.010	0.049423	1010000000100000	1
2024-11-16T00:17:00.000Z	0.420	0.010	0.059110	1010000000100000	1
2024-11-16T00:17:00.000Z	0.430	0.010	0.052186	1010000000100000	1
2024-11-16T00:17:00.000Z	0.440	0.010	0.043841	1010000000100000	1
2024-11-16T00:17:00.000Z	0.450	0.010	0.031702	1010000000100000	1
2024-11-16T00:17:00.000Z	0.460	0.010	0.044869	1010000000100000	1
2024-11-16T00:17:00.000Z	0.470	0.010	0.031062	1010000000100000	1
2024-11-16T00:17:00.000Z	0.480	0.010	0.051848	1010000000100000	1
2024-11-16T00:17:00.000Z	0.490	0.010	0.029798	1010000000100000	1
2024-11-16T00:17:00.000Z	0.500	0.005	0.023072	1010000000100000	1
2024-11-16T00:18:00.000Z	0.000	0.005	0.000000	1010000000100000	1
2024-11-16T00:18:00.000Z	0.010	0.010	0.000629	1010000000100000	1
2024-11-16T00:18:00.000Z	0.020	0.010	0.000911	1010000000100000	1
2024-11-16T00:18:00.000Z	0.030	0.010	0.004837	1010000000100000	1
2024-11-16T00:18:00.000Z	0.040	0.010	0.010018	1010000000100000	1
2024-11-16T00:18:00.000Z	0.050	0.010	0.049535	1010000000100000	1
2024-11-16T00:18:00.000Z	0.060	0.010	0.230107	1010000000100000	1
2024-11-16T00:18:00.000Z	0.070	0.010	0.539067	1010000000100000	1
2024-11-16T00:18:00.000Z	0.080	0.010	0.531691	1010000000100000	1
2024-11-16T00:18:00.000Z	0.090	0.010	0.371731	1010000000100000	1
2024-11-16T00:18:00.000Z	0.100	0.010	0.281314	1010000000100000	1
2024-11-16T00:18:00.000Z	0.110	0.010	0.380314	1010000000100000	1
2024-11-16T00:18:00.000Z	0.120	0.010	0.738181	1010000000100000	1
2024-11-16T00:18:00.000Z	0.130	0.010	1.765779	1010000000100000	1
2024-11-16T00:18:00.000Z	0.140	0.010	6.531400	1010000000100000	1
2024-11-16T00:18:00.000Z	0.150	0.010	4.957819	1010000000100000	1
2024-11-16T00:18:00.000Z	0.160	0.010	4.829932	1010000000100000	1
2024-11-16T00:18:00.000Z	0.170	0.010	3.449489	1010000000100000	1
2024-11-16T00:18:00.000Z	0.180	0.010	1.812492	1010000000100000	1
2024-11-16T00:18:00.000Z	0.190	0.010	1.611553	1010000000100000	1
2024-11-16T00:18:00.000Z	0.200	0.010	1.096988	1010000000100000	1
2024-11-16T00:18:00.000Z	0.210	0.010	1.254716	1010000000100000	1
2024-11-16T00:18:00.000Z	0.220	0.010	1.603943	1010000000100000	1
2024-11-16T00:18:00.000Z	0.230	0.010	0.563462	1010000000100000	1
2024-11-16T00:18:00.000Z	0.240	0.010	0.392156	1010000000100000	1
2024-11-16T00:18:00.000Z	0.250	0.010	0.552125	1010000000100000	1
2024-11-16T00:18:00.000Z	0.260	0.010	0.616629	1010000000100000	1
2024-11-16T00:18:00.000Z	0.270	0.010	0.544936	1010000000100000	1
2024-11-16T00:18:00.000Z	0.280	0.010	0.451732	1010000000100000	1
2024-11-16T00:18:00.000Z	0.290	0.010	0.202566	1010000000100000	1
2024-11-16T00:18:00.000Z	0.300	0.010	0.303299	1010000000100000	1
2024-11-16T00:18:00.000Z	0.310	0.010	0.194407	1010000000100000	1
2024-11-16T00:18:00.000Z	0.320	0.010	0.218655	1010000000100000	1
2024-11-16T00:18:00.000Z	0.330	0.010	0.136597	1010000000100000	1
2024-11-16T00:18:00.000Z	0.340	0.010	0.140904	1010000000100000	1
2024-11-16T00:18:00.000Z	0.350	0.010	0.115079	1010000000100000	1
2024-11-16T00:18:00.000Z	0.360	0.010	0.117970	1010000000100000	1
2024-11-16T00:18:00.000Z	0.370	0.010	0.126090	1010000000100000	1
2024-11-16T00:18:00.000Z	0.380	0.010	0.123777	1010000000100000	1
2024-11-16T00:18:00.000Z	0.390	0.010	0.092243	1010000000100000	1
2024-11-16T00:18:00.000Z	0.400	0.010	0.067409	1010000000100000	1
2024-11-16T00:18:00.000Z	0.410	0.010	0.073245	1010000000100000	1
2024-11-16T00:18:00.000Z	0.420	0.010	0.065727	1010000000100000	1
2024-11-16T00:18:00.000Z	0.430	0.010	0.046693	1010000000100000	1
2024-11-16T00:18:00.000Z	0.440	0.010	0.046233	1010000000100000	1
2024-11-16T00:18:00.000Z	0.450	0.010	0.030571	1010000000100000	1
2024-11-16T00:18:00.000Z	0.460	0.010	0.042343	1010000000100000	1
2024-11-16T00:18:00.000Z	0.470	0.010	0.044805	1010000000100000	1
2024-11-16T00:18:00.000Z	0.480	0.010	0.038548	1010000000100000	1
2024-11-16T00:18:00.000Z	0.490	0.010	0.026562	1010000000100000	1
2024-11-16T00:18:00.000Z	0.500	0.005	0.024430	1010000000100000	1
2024-11-16T00:19:00.000Z	0.000	0.005	0.000000	1010000000100000	1
2024-11-16T00:19:00.000Z	0.010	0.010	0.000514	1010000000100000	1
2024-11-16T00:19:00.000Z	0.020	0.010	0.001768	1010000000100000	1
2024-11-16T00:19:00.000Z	0.030	0.010	0.004534	1010000000100000	1
2024-11-16T00:19:00.000Z	0.040	0.010	0.008099	1010000000100000	1
2024-11-16T00:19:00.000Z	0.050	0.010	0.029021	1010000000100000	1
2024-11-16T00:19:00.000Z	0.060	0.010	0.353466	1010000000100000	1
2024-11-16T00:19:00.000Z	0.070	0.010	0.554889	1010000000100000	1
2024-11-16T00:19:00.000Z	0.080	0.010	0.499601	1010000000100000	1
2024-11-16T00:19:00.000Z	0.090	0.010	0.282345	1010000000100000	1
2024-11-16T00:19:00.000Z	0.100	0.010	0.266596	1010000000100000	1
2024-11-16T00:19:00.000Z	0.110	0.010	0.371812	1010000000100000	1
2024-11-16T00:19:00.000Z	0.120	0.010	0.754791	1010000000100000	1
2024-11-16T00:19:00.000Z	0.130	0.010	2.223488	1010000000100000	1
2024-11-16T00:19:00.000Z	0.140	0.010	5.099777	1010000000100000	1
2024-11-16T00:19:00.000Z	0.150	0.010	5.183819	1010000000100000	1
2024-11-16T00:19:00.000Z	0.160	0.010	3.420985	1010000000100000	1
2024-11-16T00:19:00.000Z	0.170	0.010	3.188605	1010000000100000	1
2024-11-16T00:19:00.000Z	0.180	0.010	1.511957	1010000000100000	1
2024-11-16T00:19:00.000Z	0.190	0.010	1.528951	1010000000100000	1
2024-11-16T00:19:00.000Z	0.200	0.010	1.378346	1010000000100000	1
2024-11-16T00:19:00.000Z	0.210	0.010	1.053782	1010000000100000	1
2024-11-16T00:19:00.000Z	0.220	0.010	1.075750	1010000000100000	1
2024-11-16T00:19:00.000Z	0.230	0.010	0.693799	1010000000100000	1
2024-11-16T00:19:00.000Z	0.240	0.010	0.452181	1010000000100000	1
2024-11-16T00:19:00.000Z	0.250	0.010	0.584963	1010000000100000	1
2024-11-16T00:19:00.000Z	0.260	0.010	0.698934	1010000000100000	1
2024-11-16T00:19:00.000Z	0.270	0.010	0.431585	1010000000100000	1
2024-11-16T00:19:00.000Z	0.280	0.010	0.417989	1010000000100000	1
2024-11-16T00:19:00.000Z	0.290	0.010	0.314631	1010000000100000	1
2024-11-16T00:19:00.000Z	0.300	0.010	0.196610	1010000000100000	1
2024-11-16T00:19:00.000Z	0.310	0.010	0.159592	1010000000100000	1
2024-11-16T00:19:00.000Z	0.320	0.010	0.200847	1010000000100000	1
2024-11-16T00:19:00.000Z	0.330	0.010	0.159573	1010000000100000	1
2024-11-16T00:19:00.000Z	0.340	0.010	0.163154	1010000000100000	1
2024-11-16T00:19:00.000Z	0.350	0.010	0.090213	1010000000100000	1
2024-11-16T00:19:00.000Z	0.360	0.010	0.155485	1010000000100000	1
2024-11-16T00:19:00.000Z	0.370	0.010	0.077002	1010000000100000	1
2024-11-16T00:19:00.000Z	0.380	0.010	0.152148	1010000000100000	1
2024-11-16T00:19:00.000Z	0.390	0.010	0.090941	1010000000100000	1
2024-11-16T00:19:00.000Z	0.400	0.010	0.070054	1010000000100000	1
2024-11-16T00:19:00.000Z	0.410	0.010	0.078785	1010000000100000	1
2024-11-16T00:19:00.000Z	0.420	0.010	0.061499	1010000000100000	1
2024-11-16T00:19:00.000Z	0.430	0.010	0.051348	1010000000100000	1
2024-11-16T00:19:00.000Z	0.440	0.010	0.030683	1010000000100000	1
2024-11-16T00:19:00.000Z	0.450	0.010	0.027024	1010000000100000	1
2024-11-16T00:19:00.000Z	0.460	0.010	0.042361	1010000000100000	1
2024-11-16T00:19:00.000Z	0.470	0.010	0.033466	1010000000100000	1
2024-11-16T00:19:00.000Z	0.480	0.010	0.030106	1010000000100000	1
2024-11-16T00:19:00.000Z	0.490	0.010	0.025770	1010000000100000	1
2024-11-16T00:19:00.000Z	0.500	0.005	0.024073	1010000000100000	1
2024-11-16T00:20:00.000Z	0.000	0.005	0.000000	1010000000100000	1
2024-11-16T00:20:00.000Z	0.010	0.010	0.000390	1010000000100000	1
2024-11-16T00:20:00.000Z	0.020	0.010	0.001928	1010000000100000	1
2024-11-16T00:20:00.000Z	0.030	0.010	0.003866	1010000000100000	1
2024-11-16T00:20:00.000Z	0.040	0.010	0.015515	1010000000100000	1
2024-11-16T00:20:00.000Z	0.050	0.010	0.055569	1010000000100000	1
2024-11-16T00:20:00.000Z	0.060	0.010	0.289039	1010000000100000	1
2024-11-16T00:20:00.000Z	0.070	0.010	0.377274	1010000000100000	1
2024-11-16T00:20:00.000Z	0.080	0.010	0.519620	1010000000100000	1
2024-11-16T00:20:00.000Z	0.090	0.010	0.264200	1010000000100000	1
2024-11-16T00:20:00.000Z	0.100	0.010	0.253204	1010000000100000	1
2024-11-16T00:20:00.000Z	0.110	0.010	0.298958	1010000000100000	1
2024-11-16T00:20:00.000Z	0.120	0.010	0.551236	1010000000100000	1
2024-11-16T00:20:00.000Z	0.130	0.010	2.845352	1010000000100000	1
2024-11-16T00:20:00.000Z	0.140	0.010	4.409870	1010000000100000	1
2024-11-16T00:20:00.000Z	0.150	0.010	4.463131	1010000000100000	1
2024-11-16T00:20:00.000Z	0.160	0.010	4.161018	1010000000100000	1
2024-11-16T00:20:00.000Z	0.170	0.010	2.737051	1010000000100000	1
2024-11-16T00:20:00.000Z	0.180	0.010	1.937304	1010000000100000	1
2024-11-16T00:20:00.000Z	0.190	0.010	1.627539	1010000000100000	1
2024-11-16T00:20:00.000Z	0.200	0.010	1.429031	1010000000100000	1
2024-11-16T00:20:00.000Z	0.210	0.010	1.242393	1010000000100000	1
2024-11-16T00:20:00.000Z	0.220	0.010	1.374265	1010000000100000	1
2024-11-16T00:20:00.000Z	0.230	0.010	0.786092	1010000000100000	1
2024-11-16T00:20:00.000Z	0.240	0.010	0.430976	1010000000100000	1
2024-11-16T00:20:00.000Z	0.250	0.010	0.552252	1010000000100000	1
2024-11-16T00:20:00.000Z	0.260	0.010	0.642445	1010000000100000	1
2024-11-16T00:20:00.000Z	0.270	0.010	0.534815	1010000000100000	1
2024-11-16T00:20:00.000Z	0.280	0.010	0.517466	1010000000100000	1
2024-11-16T00:20:00.000Z	0.290	0.010	0.330642	1010000000100000	1
2024-11-16T00:20:00.000Z	0.300	0.010	0.242870	1010000000100000	1
2024-11-16T00:20:00.000Z	0.310	0.010	0.212577	1010000000100000	1
2024-11-16T00:20:00.000Z	0.320	0.010	0.197835	1010000000100000	1
2024-11-16T00:20:00.000Z	0.330	0.010	0.140534	1010000000100000	1
2024-11-16T00:20:00.000Z	0.340	0.010	0.115815	1010000000100000	1
2024-11-16T00:20:00.000Z	0.350	0.010	0.173785	1010000000100000	1
2024-11-16T00:20:00.000Z	0.360	0.010	0.122751	1010000000100000	1
2024-11-16T00:20:00.000Z	0.370	0.010	0.110241	1010000000100000	1
2024-11-16T00:20:00.000Z	0.380	0.010	0.137647	1010000000100000	1
2024-11-16T00:20:00.000Z	0.390	0.010	0.062000	1010000000100000	1
2024-11-16T00:20:00.000Z	0.400	0.010	0.050094	1010000000100000	1
2024-11-16T00:20:00.000Z	0.410	0.010	0.059351	1010000000100000	1
2024-11-16T00:20:00.000Z	0.420	0.010	0.062938	1010000000100000	1
2024-11-16T00:20:00.000Z	0.430	0.010	0.048638	1010000000100000	1
2024-11-16T00:20:00.000Z	0.440	0.010	0.046771	1010000000100000	1
2024-11-16T00:20:00.000Z	0.450	0.010	0.031677	1010000000100000	1
2024-11-16T00:20:00.000Z	0.460	0.010	0.036403	1010000000100000	1
2024-11-16T00:20:00.000Z	0.470	0.010	0.027926	1010000000100000	1
2024-11-16T00:20:00.000Z	0.480	0.010	0.044772	1010000000100000	1
2024-11-16T00:20:00.000Z	0.490	0.010	0.024181	1010000000100000	1
2024-11-16T00:20:00.000Z	0.500	0.005	0.020537	1010000000100000	1
2024-11-16T00:21:00.000Z	0.000	0.005	0.000000	1010000000100000	1
2024-11-16T00:21:00.000Z	0.010	0.010	0.000563	1010000000100000	1
2024-11-16T00:21:00.000Z	0.020	0.010	0.001685	1010000000100000	1
2024-11-16T00:21:00.000Z	0.030	0.010	0.003364	1010000000100000	1
2024-11-16T00:21:00.000Z	0.040	0.010	0.011989	1010000000100000	1
2024-11-16T00:21:00.000Z	0.050	0.010	0.057983	1010000000100000	1
2024-11-16T00:21:00.000Z	0.060	0.010	0.231782	1010000000100000	1
2024-11-16T00:21:00.000Z	0.070	0.010	0.447473	1010000000100000	1
2024-11-16T00:21:00.000Z	0.080	0.010	0.510638	1010000000100000	1
2024-11-16T00:21:00.000Z	0.090	0.010	0.255903	1010000000100000	1
2024-11-16T00:21:00.000Z	0.100	0.010	0.331403	1010000000100000	1
2024-11-16T00:21:00.000Z	0.110	0.010	0.311632	1010000000100000	1
2024-11-16T00:21:00.000Z	0.120	0.010	0.595441	1010000000100000	1
2024-11-16T00:21:00.000Z	0.130	0.010	1.655170	1010000000100000	1
2024-11-16T00:21:00.000Z	0.140	0.010	4.679298	1010000000100000	1
2024-11-16T00:21:00.000Z	0.150	0.010	4.289437	1010000000100000	1
2024-11-16T00:21:00.000Z	0.160	0.010	4.475429	1010000000100000	1
2024-11-16T00:21:00.000Z	0.170	0.010	3.091221	1010000000100000	1
2024-11-16T00:21:00.000Z	0.180	0.010	1.594164	1010000000100000	1
2024-11-16T00:21:00.000Z	0.190	0.010	1.609560	1010000000100000	1
2024-11-16T00:21:00.000Z	0.200	0.010	1.406406	1010000000100000	1
2024-11-16T00:21:00.000Z	0.210	0.010	1.400916	1010000000100000	1
2024-11-16T00:21:00.000Z	0.220	0.010	1.608769	1010000000100000	1
2024-11-16T00:21:00.000Z	0.230	0.010	0.600433	1010000000100000	1
2024-11-16T00:21:00.000Z	0.240	0.010	0.396863	1010000000100000	1
2024-11-16T00:21:00.000Z	0.250	0.010	0.466050	1010000000100000	1
2024-11-16T00:21:00.000Z	0.260	0.010	0.703157	1010000000100000	1
2024-11-16T00:21:00.000Z	0.270	0.010	0.469380	1010000000100000	1
2024-11-16T00:21:00.000Z	0.280	0.010	0.373449	1010000000100000	1
2024-11-16T00:21:00.000Z	0.290	0.010	0.235426	1010000000100000	1
2024-11-16T00:21:00.000Z	0.300	0.010	0.242812	1010000000100000	1
2024-11-16T00:21:00.000Z	0.310	0.010	0.215532	1010000000100000	1
2024-11-16T00:21:00.000Z	0.320	0.010	0.209105	1010000000100000	1
2024-11-16T00:21:00.000Z	0.330	0.010	0.137621	1010000000100000	1
2024-11-16T00:21:00.000Z	0.340	0.010	0.184356	1010000000100000	1
2024-11-16T00:21:00.000Z	0.350	0.010	0.140107	1010000000100000	1
2024-11-16T00:21:00.000Z	0.360	0.010	0.150142	1010000000100000	1
2024-11-16T00:21:00.000Z	0.370	0.010	0.116644	1010000000100000	1
2024-11-16T00:21:00.000Z	0.380	0.010	0.108003	1010000000100000	1
2024-11-16T00:21:00.000Z	0.390	0.010	0.084248	1010000000100000	1
2024-11-16T00:21:00.000Z	0.400	0.010	0.064154	1010000000100000	1
2024-11-16T00:21:00.000Z	0.410	0.010	0.065854	1010000000100000	1
2024-11-16T00:21:00.000Z	0.420	0.010	0.067737	1010000000100000	1
